,perf_1,perf_2,perf_3,perf_4,perf_5,perf_6,perf_7
0,0.2446351931330472,0.8015536723163842,0.8577981651376146,0.8855792933442892,0.6386292834890965,0.6361607142857143,0.010231556273559504
1,0.3261802575107296,0.8375706214689266,0.8532110091743119,0.887633525061627,0.7492211838006231,0.5915178571428571,0.0026925148088314485
2,0.2703862660944206,0.8283898305084746,0.8463302752293578,0.8777732128184059,0.7009345794392523,0.7098214285714286,0.006462035541195477
3,0.2446351931330472,0.7888418079096046,0.8509174311926605,0.8599013968775678,0.6869158878504673,0.6696428571428571,0.007000538502961767
4,0.17167381974248927,0.7464689265536724,0.8532110091743119,0.871405094494659,0.632398753894081,0.6674107142857143,0.005385029617662897
5,0.21888412017167383,0.7358757062146892,0.8371559633027523,0.8599013968775678,0.6214953271028038,0.6361607142857143,0.007000538502961767
6,0.21888412017167383,0.7259887005649718,0.8279816513761468,0.8613393590797042,0.6152647975077882,0.609375,0.008077544426494346
7,0.1459227467811159,0.7083333333333334,0.8165137614678899,0.8697617091207889,0.6012461059190031,0.6272321428571429,0.006462035541195477
8,0.14163090128755365,0.740819209039548,0.7706422018348624,0.866885784716516,0.6152647975077882,0.6316964285714286,0.004308023694130318
9,0.13304721030042918,0.7598870056497176,0.7775229357798165,0.8746918652423994,0.6448598130841121,0.625,0.0026925148088314485
10,0.12446351931330472,0.7620056497175142,0.768348623853211,0.8748972884141332,0.6433021806853583,0.6116071428571429,0.002154011847065159
11,0.12875536480686695,0.7669491525423728,0.7660550458715596,0.8796220213640099,0.6308411214953271,0.6160714285714286,0.0026925148088314485
12,0.12017167381974249,0.7662429378531074,0.7568807339449541,0.8841413311421529,0.6074766355140186,0.6183035714285714,0.004308023694130318
13,0.10300429184549356,0.7824858757062146,0.7522935779816514,0.8923582580115037,0.6246105919003115,0.6138392857142857,0.004846526655896607
14,0.09871244635193133,0.78954802259887,0.75,0.8946179129005751,0.632398753894081,0.5870535714285714,0.0032310177705977385
15,0.08583690987124463,0.7951977401129944,0.75,0.8983155299917831,0.6479750778816199,0.5758928571428571,0.0032310177705977385
16,0.09012875536480687,0.8008474576271186,0.7408256880733946,0.8966721446179129,0.6479750778816199,0.5625,0.0032310177705977385
17,0.08583690987124463,0.8001412429378532,0.6995412844036697,0.8983155299917831,0.6386292834890965,0.5625,0.0026925148088314485
18,0.11587982832618025,0.7860169491525424,0.7018348623853211,0.8937962202136401,0.618380062305296,0.5602678571428571,0.0032310177705977385
19,0.12017167381974249,0.7634180790960452,0.6972477064220184,0.889482333607231,0.6059190031152648,0.5691964285714286,0.004308023694130318
20,0.11587982832618025,0.768361581920904,0.6834862385321101,0.8907148726376335,0.6105919003115264,0.5647321428571429,0.0032310177705977385
21,0.12446351931330472,0.75,0.6972477064220184,0.8847576006573542,0.5981308411214953,0.5691964285714286,0.0032310177705977385
22,0.11158798283261803,0.75,0.694954128440367,0.8886606409202958,0.5950155763239875,0.5558035714285714,0.0032310177705977385
23,0.11158798283261803,0.7570621468926554,0.6857798165137615,0.8921528348397699,0.5841121495327103,0.5602678571428571,0.0032310177705977385
24,0.09012875536480687,0.7634180790960452,0.6720183486238532,0.8968775677896467,0.5794392523364486,0.5602678571428571,0.0032310177705977385
25,0.0944206008583691,0.7711864406779662,0.6490825688073395,0.8966721446179129,0.5856697819314641,0.5691964285714286,0.0032310177705977385
26,0.08583690987124463,0.778954802259887,0.6238532110091743,0.8954396055875102,0.5981308411214953,0.5736607142857143,0.0026925148088314485
